Child iri	Parent iri
:LE_4940	:CM_NoteEncounter
:LE_4941	:CM_NoteEncounter
:LE_4942	:CM_NoteEncounter
:LE_4943	:CM_NoteEncounter
:LE_4944	:CM_NoteEncounter
:LE_4945	:CM_NoteEncounter
:LE_4946	:CM_NoteEncounter
:LE_4947	:CM_NoteEncounter
:LE_4948	:CM_NoteEncounter
:LE_4949	:CM_NoteEncounter
:LE_495	:CM_NoteEncounter
:LE_4950	:CM_NoteEncounter
:LE_4951	:CM_NoteEncounter
:LE_4952	:CM_NoteEncounter
:LE_4953	:CM_NoteEncounter
:LE_4954	:CM_NoteEncounter
:LE_4955	:CM_NoteEncounter
:LE_4956	:CM_NoteEncounter
:LE_4957	:CM_NoteEncounter
:LE_4958	:CM_NoteEncounter
:LE_4959	:CM_NoteEncounter
:LE_496	:CM_NoteEncounter
:LE_4960	:CM_NoteEncounter
:LE_4961	:CM_NoteEncounter
:LE_4962	:CM_NoteEncounter
:LE_4963	:CM_NoteEncounter
:LE_4964	:CM_NoteEncounter
:LE_4965	:CM_NoteEncounter
:LE_4966	:CM_NoteEncounter
:LE_4967	:CM_NoteEncounter
:LE_4968	:CM_NoteEncounter
:LE_4969	:CM_NoteEncounter
:LE_497	:CM_NoteEncounter
:LE_4970	:CM_NoteEncounter
:LE_4971	:CM_NoteEncounter
:LE_4972	:CM_NoteEncounter
:LE_4973	:CM_NoteEncounter
:LE_4974	:CM_NoteEncounter
:LE_4975	:CM_NoteEncounter
:LE_4976	:CM_NoteEncounter
:LE_4977	:CM_NoteEncounter
:LE_4978	:CM_NoteEncounter
:LE_4979	:CM_NoteEncounter
:LE_498	:CM_NoteEncounter
:LE_4980	:CM_NoteEncounter
:LE_4981	:CM_NoteEncounter
:LE_4982	:CM_NoteEncounter
:LE_4983	:CM_NoteEncounter
:LE_4984	:CM_NoteEncounter
:LE_4985	:CM_NoteEncounter
:LE_4986	:CM_NoteEncounter
:LE_4987	:CM_NoteEncounter
:LE_4988	:CM_NoteEncounter
:LE_4989	:CM_NoteEncounter
:LE_499	:CM_NoteEncounter
:LE_4990	:CM_NoteEncounter
:LE_4991	:CM_NoteEncounter
:LE_4992	:CM_NoteEncounter
:LE_4993	:CM_NoteEncounter
:LE_4994	:CM_NoteEncounter
:LE_4995	:CM_NoteEncounter
:LE_4996	:CM_NoteEncounter
:LE_4997	:CM_NoteEncounter
:LE_4998	:CM_NoteEncounter
:LE_4999	:CM_NoteEncounter
:LE_5	:CM_OnPremiseEncounter
:LE_50	:CM_DidNotAttendEncounter
:LE_500	:CM_NoteEncounter
:LE_5000	:CM_NoteEncounter
:LE_5001	:CM_NoteEncounter
:LE_5002	:CM_NoteEncounter
:LE_5003	:CM_NoteEncounter
:LE_5004	:CM_NoteEncounter
:LE_5005	:CM_NoteEncounter
:LE_5006	:CM_NoteEncounter
:LE_5007	:CM_NoteEncounter
:LE_5008	:CM_NoteEncounter
:LE_5009	:CM_NoteEncounter
:LE_501	:CM_NoteEncounter
:LE_5010	:CM_NoteEncounter
:LE_5011	:CM_NoteEncounter
:LE_5012	:CM_NoteEncounter
:LE_5013	:CM_NoteEncounter
:LE_5014	:CM_NoteEncounter
:LE_5015	:CM_NoteEncounter
:LE_5016	:CM_NoteEncounter
:LE_5017	:CM_NoteEncounter
:LE_5018	:CM_NoteEncounter
:LE_5019	:CM_NoteEncounter
:LE_502	:CM_NoteEncounter
:LE_5020	:CM_NoteEncounter
:LE_5021	:CM_NoteEncounter
:LE_5022	:CM_NoteEncounter
:LE_5023	:CM_NoteEncounter
:LE_5024	:CM_NoteEncounter
:LE_5025	:CM_NoteEncounter
:LE_5026	:CM_NoteEncounter
:LE_5027	:CM_NoteEncounter
:LE_5028	:CM_NoteEncounter
:LE_5029	:CM_NoteEncounter
:LE_503	:CM_NoteEncounter
:LE_5030	:CM_EndHospEvent
:LE_5031	:CM_NoteEncounter
:LE_5032	:CM_NoteEncounter
:LE_5033	:CM_NoteEncounter
:LE_5034	:CM_NoteEncounter
:LE_5035	:CM_NoteEncounter
:LE_5036	:CM_NoteEncounter
:LE_5037	:CM_NoteEncounter
:LE_5038	:CM_NoteEncounter
:LE_5039	:CM_NoteEncounter
:LE_504	:CM_NoteEncounter
:LE_5040	:CM_NoteEncounter
:LE_5041	:CM_NoteEncounter
:LE_5042	:CM_NoteEncounter
:LE_5043	:CM_NoteEncounter
:LE_5044	:CM_NoteEncounter
:LE_5045	:CM_NoteEncounter
:LE_5046	:CM_NoteEncounter
:LE_5047	:CM_NoteEncounter
:LE_5048	:CM_NoteEncounter
:LE_5049	:CM_NoteEncounter
:LE_505	:CM_NoteEncounter
:LE_5050	:CM_NoteEncounter
:LE_5051	:CM_NoteEncounter
:LE_5052	:CM_NoteEncounter
:LE_5053	:CM_NoteEncounter
:LE_5054	:CM_NoteEncounter
:LE_5055	:CM_NoteEncounter
:LE_5056	:CM_NoteEncounter
:LE_5057	:CM_NoteEncounter
:LE_5058	:CM_NoteEncounter
:LE_5059	:CM_NoteEncounter
:LE_506	:CM_NoteEncounter
:LE_5060	:CM_NoteEncounter
:LE_5061	:CM_NoteEncounter
:LE_5062	:CM_NoteEncounter
:LE_5063	:CM_NoteEncounter
:LE_5064	:CM_NoteEncounter
:LE_5065	:CM_NoteEncounter
:LE_5066	:CM_NoteEncounter
:LE_5067	:CM_NoteEncounter
:LE_5068	:CM_NoteEncounter
:LE_5069	:CM_NoteEncounter
:LE_507	:CM_NoteEncounter
:LE_5070	:CM_NoteEncounter
:LE_5071	:CM_NoteEncounter
:LE_5072	:CM_NoteEncounter
:LE_5073	:CM_NoteEncounter
:LE_5074	:CM_NoteEncounter
:LE_5075	:CM_NoteEncounter
:LE_5076	:CM_NoteEncounter
:LE_5077	:CM_NoteEncounter
:LE_5078	:CM_NoteEncounter
:LE_5079	:CM_NoteEncounter
:LE_508	:CM_NoteEncounter
:LE_5080	:CM_NoteEncounter
:LE_5081	:CM_NoteEncounter
:LE_5082	:CM_NoteEncounter
:LE_5083	:CM_CancelHospEvent
:LE_5084	:CM_CancelHospEvent
:LE_5085	:CM_CancelHospEvent
:LE_5086	:CM_NoteEncounter
:LE_5087	:CM_NoteEncounter
:LE_5088	:CM_NoteEncounter
:LE_5089	:CM_NoteEncounter
:LE_509	:CM_NoteEncounter
:LE_5090	:CM_NoteEncounter
:LE_5091	:CM_NoteEncounter
:LE_5092	:CM_NoteEncounter
:LE_5093	:CM_NoteEncounter
:LE_5094	:CM_TransferInpOp
:LE_5095	:CM_TransferInpOp
:LE_5096	:CM_NoteEncounter
:LE_5097	:CM_NoteEncounter
:LE_5098	:CM_NoteEncounter
:LE_5099	:CM_EndHospEvent
:LE_51	:CM_OnPremiseEncounter
:LE_510	:CM_NoteEncounter
:LE_5100	:CM_EndHospEvent
:LE_5101	:CM_EndHospEvent
:LE_5102	:CM_EndHospEvent
:LE_5103	:CM_NoteEncounter
:LE_5104	:CM_NoteEncounter
:LE_5105	:CM_NoteEncounter
:LE_5106	:CM_NoteEncounter
:LE_5107	:CM_NoteEncounter
:LE_5108	:CM_NoteEncounter
:LE_5109	:CM_NoteEncounter
:LE_511	:CM_NoteEncounter
:LE_5110	:CM_NoteEncounter
:LE_5111	:CM_NoteEncounter
:LE_5112	:CM_NoteEncounter
:LE_5113	:CM_NoteEncounter
:LE_5114	:CM_NoteEncounter
:LE_5115	:CM_NoteEncounter
:LE_5116	:CM_NoteEncounter
:LE_5117	:CM_NoteEncounter
:LE_5118	:CM_NoteEncounter
:LE_5119	:CM_NoteEncounter
:LE_512	:CM_NoteEncounter
:LE_5120	:CM_NoteEncounter
:LE_5121	:CM_NoteEncounter
:LE_5122	:CM_NoteEncounter
:LE_5123	:CM_NoteEncounter
:LE_5124	:CM_NoteEncounter
:LE_5125	:CM_NoteEncounter
:LE_5126	:CM_NoteEncounter
:LE_5127	:CM_NoteEncounter
:LE_5128	:CM_NoteEncounter
:LE_5129	:CM_NoteEncounter
:LE_513	:CM_NoteEncounter
:LE_5130	:CM_NoteEncounter
:LE_5131	:CM_NoteEncounter
:LE_5132	:CM_NoteEncounter
:LE_5133	:CM_NoteEncounter
:LE_5134	:CM_NoteEncounter
:LE_5135	:CM_NoteEncounter
:LE_5136	:CM_NoteEncounter
:LE_5137	:CM_NoteEncounter
:LE_5138	:CM_NoteEncounter
:LE_5139	:CM_NoteEncounter
:LE_514	:CM_NoteEncounter
:LE_5140	:CM_NoteEncounter
:LE_5141	:CM_NoteEncounter
:LE_5142	:CM_NoteEncounter
:LE_5143	:CM_NoteEncounter
:LE_5144	:CM_NoteEncounter
:LE_5145	:CM_NoteEncounter
:LE_5146	:CM_NoteEncounter
:LE_5147	:CM_NoteEncounter
:LE_5148	:CM_NoteEncounter
:LE_5149	:CM_NoteEncounter
:LE_515	:CM_NoteEncounter
:LE_5150	:CM_NoteEncounter
:LE_5151	:CM_NoteEncounter
:LE_5152	:CM_NoteEncounter
:LE_5153	:CM_NoteEncounter
:LE_5154	:CM_NoteEncounter
:LE_5155	:CM_NoteEncounter
:LE_5156	:CM_NoteEncounter
:LE_5157	:CM_NoteEncounter
:LE_5158	:CM_NoteEncounter
:LE_5159	:CM_NoteEncounter
:LE_516	:CM_NoteEncounter
:LE_5160	:CM_NoteEncounter
:LE_5161	:CM_NoteEncounter
:LE_5162	:CM_NoteEncounter
:LE_5163	:CM_NoteEncounter
:LE_5164	:CM_NoteEncounter
:LE_5165	:CM_NoteEncounter
:LE_5166	:CM_NoteEncounter
:LE_5167	:CM_NoteEncounter
:LE_5168	:CM_NoteEncounter
:LE_5169	:CM_NoteEncounter
:LE_517	:CM_NoteEncounter
:LE_5170	:CM_NoteEncounter
:LE_5171	:CM_NoteEncounter
:LE_5172	:CM_NoteEncounter
:LE_5173	:CM_NoteEncounter
:LE_5174	:CM_NoteEncounter
:LE_5175	:CM_NoteEncounter
:LE_5176	:CM_NoteEncounter
:LE_5177	:CM_NoteEncounter
:LE_5178	:CM_NoteEncounter
:LE_5179	:CM_NoteEncounter
:LE_518	:CM_NoteEncounter
:LE_5180	:CM_NoteEncounter
:LE_5181	:CM_NoteEncounter
:LE_5182	:CM_NoteEncounter
:LE_5183	:CM_NoteEncounter
:LE_5184	:CM_TransferWlInpOp
:LE_5185	:CM_NoteEncounter
:LE_5186	:CM_EndHospEvent
:LE_5187	:CM_NoteEncounter
:LE_5188	:CM_NoteEncounter
:LE_5189	:CM_NoteEncounter
:LE_519	:CM_NoteEncounter
:LE_5190	:CM_NoteEncounter
:LE_5191	:CM_NoteEncounter
:LE_5192	:CM_NoteEncounter
:LE_5193	:CM_NoteEncounter
:LE_5194	:CM_NoteEncounter
:LE_5195	:CM_NoteEncounter
:LE_5196	:CM_NoteEncounter
:LE_5197	:CM_NoteEncounter
:LE_5198	:CM_NoteEncounter
:LE_5199	:CM_NoteEncounter
:LE_52	:CM_EndHospEvent
:LE_520	:CM_NoteEncounter
:LE_5200	:CM_NoteEncounter
:LE_5201	:CM_NoteEncounter
:LE_5202	:CM_NoteEncounter
:LE_5203	:CM_NoteEncounter
:LE_5204	:CM_NoteEncounter
:LE_5205	:CM_NoteEncounter
:LE_5206	:CM_NoteEncounter
:LE_5207	:CM_NoteEncounter
:LE_5208	:CM_NoteEncounter
:LE_5209	:CM_NoteEncounter
:LE_521	:CM_NoteEncounter
:LE_5210	:CM_NoteEncounter
:LE_5211	:CM_NoteEncounter
:LE_5212	:CM_NoteEncounter
:LE_5213	:CM_NoteEncounter
:LE_5214	:CM_NoteEncounter
:LE_5215	:CM_NoteEncounter
:LE_5216	:CM_NoteEncounter
:LE_5217	:CM_NoteEncounter
:LE_5218	:CM_NoteEncounter
:LE_5219	:CM_NoteEncounter
:LE_522	:CM_NoteEncounter
:LE_5220	:CM_NoteEncounter
:LE_5221	:CM_NoteEncounter
:LE_5222	:CM_NoteEncounter
:LE_5223	:CM_NoteEncounter
:LE_5224	:CM_NoteEncounter
:LE_5225	:CM_NoteEncounter
:LE_5226	:CM_NoteEncounter
:LE_5227	:CM_NoteEncounter
:LE_5228	:CM_NoteEncounter
:LE_5229	:CM_NoteEncounter
:LE_523	:CM_NoteEncounter
:LE_5230	:CM_NoteEncounter
:LE_5231	:CM_FilingDocEncounter
:LE_5232	:CM_NoteEncounter
:LE_5233	:CM_NoteEncounter
:LE_5234	:CM_NoteEncounter
:LE_5235	:CM_NoteEncounter
:LE_5236	:CM_NoteEncounter
:LE_5237	:CM_FilingDocEncounter
:LE_5238	:CM_NoteEncounter
:LE_5239	:CM_NoteEncounter
:LE_524	:CM_NoteEncounter
:LE_5240	:CM_NoteEncounter
:LE_5241	:CM_NoteEncounter
:LE_5242	:CM_NoteEncounter
:LE_5243	:CM_NoteEncounter
:LE_5244	:CM_NoteEncounter
:LE_5245	:CM_FilingDocEncounter
:LE_5246	:CM_NoteEncounter
:LE_5247	:CM_NoteEncounter
:LE_5248	:CM_NoteEncounter
:LE_5249	:CM_NoteEncounter
:LE_525	:CM_NoteEncounter
:LE_5250	:CM_NoteEncounter
:LE_5251	:CM_NoteEncounter
:LE_5252	:CM_NoteEncounter
:LE_5253	:CM_NoteEncounter
:LE_5254	:CM_NoteEncounter
:LE_5255	:CM_NoteEncounter
:LE_5256	:CM_NoteEncounter
:LE_5257	:CM_NoteEncounter
:LE_5258	:CM_NoteEncounter
:LE_5259	:CM_NoteEncounter
:LE_526	:CM_NoteEncounter
:LE_5260	:CM_NoteEncounter
:LE_5261	:CM_FilingDocEncounter
:LE_5262	:CM_NoteEncounter
:LE_5263	:CM_NoteEncounter
:LE_5264	:CM_NoteEncounter
:LE_5265	:CM_NoteEncounter
:LE_5266	:CM_NoteEncounter
:LE_5267	:CM_NoteEncounter
:LE_5268	:CM_NoteEncounter
:LE_5269	:CM_NoteEncounter
:LE_527	:CM_NoteEncounter
:LE_5270	:CM_NoteEncounter
:LE_5271	:CM_NoteEncounter
:LE_5272	:CM_NoteEncounter
:LE_5273	:CM_NoteEncounter
:LE_5274	:CM_NoteEncounter
:LE_5275	:CM_NoteEncounter
:LE_5276	:CM_NoteEncounter
:LE_5277	:CM_NoteEncounter
:LE_5278	:CM_NoteEncounter
:LE_5279	:CM_NoteEncounter
:LE_528	:CM_NoteEncounter
:LE_5280	:CM_NoteEncounter
:LE_5281	:CM_NoteEncounter
:LE_5282	:CM_NoteEncounter
:LE_5283	:CM_NoteEncounter
:LE_5284	:CM_NoteEncounter
:LE_5285	:CM_NoteEncounter
:LE_5286	:CM_NoteEncounter
:LE_5287	:CM_NoteEncounter
:LE_5288	:CM_NoteEncounter
:LE_5289	:CM_NoteEncounter
:LE_529	:CM_NoteEncounter
:LE_5290	:CM_NoteEncounter
:LE_5291	:CM_FilingDocEncounter
:LE_5292	:CM_FilingDocEncounter
:LE_5293	:CM_Encowincu
:LE_5294	:CM_FilingDocEncounter
:LE_5295	:CM_FilingDocEncounter
:LE_5296	:CM_FilingDocEncounter
:LE_5297	:CM_GPSurgeryConsultation
:LE_5298	:CM_CancelHospEvent
:LE_5299	:CM_FilingDocEncounter
:LE_53	:CM_NoteEncounter
:LE_530	:CM_NoteEncounter
:LE_5300	:CM_TriageAssessmentEncounter
:LE_5301	:CM_FilingDocEncounter
:LE_5302	:CM_Encowincu
:LE_5303	:CM_TelephoneConsultation
:LE_5304	:CM_AdministrativeEntry
:LE_5305	:CM_TelephoneTriage
:LE_5306	:CM_FilingDocEncounter
:LE_5307	:CM_FilingDocEncounter
:LE_5308	:CM_TelephoneConsultation
:LE_5309	:CM_FilingDocEncounter
:LE_531	:CM_NoteEncounter
:LE_5310	:CM_HomeVisit
:LE_5311	:CM_EndHospEvent
:LE_5312	:CM_Encowincu
:LE_5313	:CM_FilingDocEncounter
:LE_5314	:CM_FilingDocEncounter
:LE_5315	:CM_NoteEncounter
:LE_5316	:CM_FilingDocEncounter
:LE_5317	:CM_FilingDocEncounter
:LE_5318	:CM_FilingDocEncounter
:LE_5319	:CM_EndHospEvent
:LE_532	:CM_NoteEncounter
:LE_5320	:CM_FilingDocEncounter
:LE_5321	:CM_TelephoneConsultation
:LE_5322	:CM_FilingDocEncounter
:LE_5323	:CM_FilingDocEncounter
:LE_5324	:CM_FilingDocEncounter
:LE_5325	:CM_FilingDocEncounter
:LE_5326	:CM_TelephoneConsultation
:LE_5327	:CM_TelephoneConsultation
:LE_5328	:CM_TelephoneConsultation
:LE_5329	:CM_TelephoneConsultation
:LE_533	:CM_NoteEncounter
:LE_5330	:CM_AdministrativeEntry
:LE_5331	:CM_AdministrativeEntry
:LE_5332	:CM_FilingDocEncounter
:LE_5333	:CM_TelephoneConsultation
:LE_5334	:CM_TelephoneConsultation
:LE_5335	:CM_TelephoneTriage
:LE_5336	:CM_TelephoneConsultation
:LE_5337	:CM_FilingDocEncounter
:LE_5338	:CM_TelephoneConsultation
:LE_5339	:CM_TelephoneConsultation
:LE_534	:CM_NoteEncounter
:LE_5340	:CM_TelephoneConsultation
:LE_5341	:CM_TelephoneConsultation
:LE_5342	:CM_TelephoneConsultation
:LE_5343	:CM_TelephoneConsultation
:LE_5344	:CM_TelephoneConsultation
:LE_5345	:CM_FilingDocEncounter
:LE_5346	:CM_NightVisit
:LE_5347	:CM_FilingDocEncounter
:LE_5348	:CM_TelephoneConsultation
:LE_5349	:CM_FilingDocEncounter
:LE_535	:CM_NoteEncounter
:LE_5350	:CM_TelephoneConsultation
:LE_5351	:CM_TelephoneConsultation
:LE_5352	:CM_TelephoneConsultation
:LE_5353	:CM_TelephoneConsultation
:LE_5354	:CM_TelephoneConsultation
:LE_5355	:CM_TelephoneConsultation
:LE_5356	:CM_TelephoneConsultation
:LE_5357	:CM_NoteEncounter
:LE_5358	:CM_TelephoneConsultation
:LE_5359	:CM_NoteEncounter
:LE_536	:CM_NoteEncounter
:LE_5360	:CM_FilingDocEncounter
:LE_5361	:CM_TelephoneConsultation
:LE_5362	:CM_TelephoneConsultation
:LE_5363	:CM_TelephoneConsultation
:LE_5364	:CM_TelephoneConsultation
:LE_5365	:CM_TelephoneConsultation
:LE_5366	:CM_TelephoneConsultation
:LE_5367	:CM_TelephoneConsultation
:LE_5368	:CM_TelephoneTriage
:LE_5369	:CM_TelephoneConsultation
:LE_537	:CM_NoteEncounter
:LE_5370	:CM_TelephoneConsultation
:LE_5371	:CM_TelephoneConsultation
:LE_5372	:CM_TelephoneConsultation
:LE_5373	:CM_TelephoneConsultation
:LE_5374	:CM_TelephoneConsultation
:LE_5375	:CM_TelephoneConsultation
:LE_5376	:CM_TelephoneConsultation
:LE_5377	:CM_TelephoneConsultation
:LE_5378	:CM_TelephoneConsultation
:LE_5379	:CM_TelephoneConsultation
:LE_538	:CM_NoteEncounter
:LE_5380	:CM_TelephoneConsultation
:LE_5381	:CM_TelephoneConsultation
:LE_5382	:CM_TelephoneConsultation
:LE_5383	:CM_GPSurgeryConsultation
:LE_5384	:CM_TelephoneConsultation
:LE_5385	:CM_TelephoneConsultation
:LE_5386	:CM_TelephoneConsultation
:LE_5387	:CM_NoteEncounter
:LE_5388	:CM_NoteEncounter
:LE_5389	:CM_NoteEncounter
:LE_539	:CM_NoteEncounter
:LE_5390	:CM_NoteEncounter
:LE_5391	:CM_NoteEncounter
:LE_5392	:CM_NoteEncounter
:LE_5393	:CM_NoteEncounter
:LE_5394	:CM_NoteEncounter
:LE_5395	:CM_NoteEncounter
:LE_5396	:CM_NoteEncounter
:LE_5397	:CM_NoteEncounter
:LE_5398	:CM_NoteEncounter
:LE_5399	:CM_NoteEncounter
:LE_54	:CM_DidNotAttendEncounter
:LE_540	:CM_NoteEncounter
:LE_5400	:CM_NoteEncounter
:LE_5401	:CM_NoteEncounter
:LE_5402	:CM_NoteEncounter
:LE_5403	:CM_NoteEncounter
:LE_5404	:CM_NoteEncounter
:LE_5405	:CM_NoteEncounter
:LE_5406	:CM_NoteEncounter
:LE_5407	:CM_NoteEncounter
:LE_5408	:CM_NoteEncounter
:LE_5409	:CM_NoteEncounter
:LE_541	:CM_NoteEncounter
:LE_5410	:CM_NoteEncounter
:LE_5411	:CM_NoteEncounter
:LE_5412	:CM_NoteEncounter
:LE_5413	:CM_TelephoneConsultation
:LE_5414	:CM_FilingDocEncounter
:LE_5415	:CM_FilingDocEncounter
:LE_5416	:CM_TelephoneConsultation
:LE_5417	:CM_TelephoneConsultation
:LE_5418	:CM_TelephoneConsultation
:LE_5419	:CM_TelephoneConsultation
:LE_542	:CM_NoteEncounter
:LE_5420	:CM_TelephoneConsultation
:LE_5421	:CM_FilingDocEncounter
:LE_5422	:CM_TelephoneConsultation
:LE_5423	:CM_TelephoneConsultation
:LE_5424	:CM_TelephoneConsultation
:LE_5425	:CM_TelephoneConsultation
:LE_5426	:CM_TelephoneTriage
:LE_5427	:CM_TelephoneConsultation
:LE_5428	:CM_FilingDocEncounter
:LE_5429	:CM_ThirdPartyTelcon
:LE_543	:CM_NoteEncounter
:LE_5430	:CM_TelephoneConsultation
:LE_5431	:CM_FilingDocEncounter
:LE_5432	:CM_TelephoneConsultation
:LE_5433	:CM_TelephoneConsultation
:LE_5434	:CM_TelephoneConsultation
:LE_5435	:CM_TelephoneConsultation
:LE_5436	:CM_TelephoneConsultation
:LE_5437	:CM_TelephoneConsultation
:LE_5438	:CM_TelephoneConsultation
:LE_5439	:CM_TelephoneConsultation
:LE_544	:CM_NoteEncounter
:LE_5440	:CM_TelephoneConsultation
:LE_5441	:CM_TelephoneConsultation
:LE_5442	:CM_TelephoneConsultation
:LE_5443	:CM_TelephoneConsultation
:LE_5444	:CM_TelephoneConsultation
:LE_5445	:CM_TelephoneConsultation
:LE_5446	:CM_TelephoneConsultation
:LE_5447	:CM_TelephoneConsultation
:LE_5448	:CM_TelephoneConsultation
:LE_5449	:CM_TelephoneConsultation
:LE_545	:CM_NoteEncounter
:LE_5450	:CM_FilingDocEncounter
:LE_5451	:CM_TelephoneConsultation
:LE_5452	:CM_TelephoneConsultation
:LE_5453	:CM_TelephoneConsultation
:LE_5454	:CM_TelephoneConsultation
:LE_5455	:CM_TelephoneConsultation
:LE_5456	:CM_TelephoneConsultation
:LE_5457	:CM_TelephoneConsultation
:LE_5458	:CM_TelephoneTriage
:LE_5459	:CM_TelephoneTriage
:LE_546	:CM_NoteEncounter
:LE_5460	:CM_TelephoneConsultation
:LE_5461	:CM_TelephoneConsultation
:LE_5462	:CM_TelephoneConsultation
:LE_5463	:CM_TelephoneConsultation
:LE_5464	:CM_TelephoneConsultation
:LE_5465	:CM_TelephoneConsultation
:LE_5466	:CM_TelephoneConsultation
:LE_5467	:CM_TelephoneConsultation
:LE_5468	:CM_TelephoneConsultation
:LE_5469	:CM_TelephoneConsultation
:LE_547	:CM_NoteEncounter
:LE_5470	:CM_ThirdPartyTelcon
:LE_5471	:CM_TelephoneConsultation
:LE_5472	:CM_TelephoneConsultation
:LE_5473	:CM_TelephoneConsultation
:LE_5474	:CM_TelephoneConsultation
:LE_5475	:CM_TelephoneTriage
:LE_5476	:CM_TelephoneConsultation
:LE_5477	:CM_TelephoneConsultation
:LE_5478	:CM_TelephoneConsultation
:LE_5479	:CM_TelephoneConsultation
:LE_548	:CM_NoteEncounter
:LE_5480	:CM_TelephoneConsultation
:LE_5481	:CM_TelephoneConsultation
:LE_5482	:CM_TelephoneConsultation
:LE_5483	:CM_TelephoneConsultation
:LE_5484	:CM_AdministrativeEntry
:LE_5485	:CM_TelephoneConsultation
:LE_5486	:CM_TelephoneConsultation
:LE_5487	:CM_TelephoneConsultation
:LE_5488	:CM_TelephoneConsultation
:LE_5489	:CM_TelephoneConsultation
:LE_549	:CM_NoteEncounter
:LE_5490	:CM_TelephoneConsultation
:LE_5491	:CM_TelephoneConsultation
:LE_5492	:CM_GPSurgeryConsultation
:LE_5493	:CM_TelephoneConsultation
:LE_5494	:CM_TelephoneConsultation
:LE_5495	:CM_TelephoneConsultation
:LE_5496	:CM_TelephoneConsultation
:LE_5497	:CM_TelephoneConsultation
:LE_5498	:CM_GPSurgeryConsultation
:LE_5499	:CM_TelephoneConsultation
:LE_55	:CM_NoteEncounter
:LE_550	:CM_NoteEncounter
:LE_5500	:CM_GPSurgeryConsultation
:LE_5501	:CM_TelephoneConsultation
:LE_5502	:CM_TelephoneConsultation
:LE_5503	:CM_TelephoneConsultation
:LE_5504	:CM_TelephoneConsultation
:LE_5505	:CM_TelephoneConsultation
:LE_5506	:CM_TelephoneConsultation
:LE_5507	:CM_TelephoneConsultation
:LE_5508	:CM_TelephoneConsultation
:LE_5509	:CM_TelephoneConsultation
:LE_551	:CM_NoteEncounter
:LE_5510	:CM_TelephoneConsultation
:LE_5511	:CM_TelephoneConsultation
:LE_5512	:CM_TelephoneConsultation
:LE_5513	:CM_TelephoneConsultation
:LE_5514	:CM_TelephoneConsultation
:LE_5515	:CM_TelephoneConsultation
:LE_5516	:CM_TelephoneConsultation
:LE_5517	:CM_TelephoneConsultation
:LE_5518	:CM_TelephoneConsultation
:LE_5519	:CM_TelephoneConsultation
:LE_552	:CM_NoteEncounter
:LE_5520	:CM_TelephoneConsultation
:LE_5521	:CM_TelephoneConsultation
:LE_5522	:CM_TelephoneConsultation
:LE_5523	:CM_TelephoneConsultation
:LE_5524	:CM_ThirdPartyTelcon
:LE_5525	:CM_TelephoneConsultation
:LE_5526	:CM_TelephoneConsultation
:LE_5527	:CM_TelephoneConsultation
:LE_5528	:CM_TelephoneConsultation
:LE_5529	:CM_TelephoneConsultation
:LE_553	:CM_NoteEncounter
:LE_5530	:CM_TelephoneConsultation
:LE_5531	:CM_TelephoneConsultation
:LE_5532	:CM_TelephoneConsultation
:LE_5533	:CM_TelephoneConsultation
:LE_5534	:CM_TelephoneConsultation
:LE_5535	:CM_AdministrativeEntry
:LE_5536	:CM_TelephoneConsultation
:LE_5537	:CM_TelephoneTriage
:LE_5538	:CM_TelephoneConsultation
:LE_5539	:CM_TelephoneConsultation
:LE_554	:CM_NoteEncounter
:LE_5540	:CM_TelephoneConsultation
:LE_5541	:CM_TelephoneConsultation
:LE_5542	:CM_TelephoneConsultation
:LE_5543	:CM_TelephoneConsultation
:LE_5544	:CM_TelephoneConsultation
:LE_5545	:CM_TelephoneConsultation
:LE_5546	:CM_TelephoneConsultation
:LE_5547	:CM_ThirdPartyTelcon
:LE_5548	:CM_TelephoneConsultation
:LE_5549	:CM_TelephoneConsultation
:LE_555	:CM_NoteEncounter
:LE_5550	:CM_TelephoneTriage
:LE_5551	:CM_TelephoneConsultation
:LE_5552	:CM_TelephoneTriage
:LE_5553	:CM_TelephoneConsultation
:LE_5554	:CM_TelephoneConsultation
:LE_5555	:CM_TelephoneConsultation
:LE_5556	:CM_TelephoneConsultation
:LE_5557	:CM_TelephoneConsultation
:LE_5558	:CM_TelephoneConsultation
:LE_5559	:CM_TelephoneConsultation
:LE_556	:CM_NoteEncounter
:LE_5560	:CM_TelephoneConsultation
:LE_5561	:CM_TelephoneConsultation
:LE_5562	:CM_TelephoneConsultation
:LE_5563	:CM_ThirdPartyTelcon
:LE_5564	:CM_TelephoneConsultation
:LE_5565	:CM_TelephoneConsultation
:LE_5566	:CM_TelephoneConsultation
:LE_5567	:CM_TelephoneConsultation
:LE_5568	:CM_TelephoneConsultation
:LE_5569	:CM_TelephoneConsultation
:LE_557	:CM_NoteEncounter
:LE_5570	:CM_TelephoneConsultation
:LE_5571	:CM_TelephoneConsultation
:LE_5572	:CM_TelephoneConsultation
:LE_5573	:CM_GPSurgeryConsultation
:LE_5574	:CM_TelephoneConsultation
:LE_5575	:CM_TelephoneConsultation
:LE_5576	:CM_TelephoneConsultation
:LE_5577	:CM_TelephoneConsultation
:LE_5578	:CM_TelephoneConsultation
:LE_5579	:CM_TelephoneConsultation
:LE_558	:CM_NoteEncounter
