Concept	Group	Property	Object	min	max	Group operator
:LE_4611	0	im:SN_116680003	:CM_EncounterUsingDevice			and
:LE_4612	0	im:SN_116680003	:CM_Encowincu			and
:LE_4613	0	im:SN_116680003	:CM_TeamMeeting			and
:LE_4614	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4615	0	im:SN_116680003	:CM_TelephoneTriage			and
:LE_4616	0	im:SN_116680003	:CM_AdministrativeEntry			and
:LE_4617	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4618	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4619	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_462	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_4620	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4621	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4622	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4623	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4624	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4625	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4626	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4627	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4628	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4629	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_463	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_4630	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4631	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4632	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4633	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4634	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4635	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4636	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4637	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4638	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4639	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_464	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_4640	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4641	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4642	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4643	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4644	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4645	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4646	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4647	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4648	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4649	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_465	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_4650	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4651	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4652	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4653	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4654	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4655	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4656	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4657	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4658	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4659	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_466	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_4660	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4661	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4662	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4663	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4664	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4665	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4666	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4667	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4668	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4669	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_467	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4670	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4671	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4672	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4673	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4674	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4675	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4676	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4677	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4678	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4679	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_468	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_4680	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4681	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4682	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4683	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4684	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4685	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4686	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4687	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4688	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4689	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_469	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4690	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4691	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4692	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4693	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4694	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4695	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4696	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4697	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4698	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4699	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_47	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_470	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4700	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4701	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4702	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4703	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4704	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4705	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4706	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4707	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4708	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4709	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_471	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_4710	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4711	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4712	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4713	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4714	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4715	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4716	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4717	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4718	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4719	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_472	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4720	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4721	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4722	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4723	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4724	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4725	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4726	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4727	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4728	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4729	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_473	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4730	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4731	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4732	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4733	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4734	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4735	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4736	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4737	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4738	0	im:SN_116680003	:DM_AandEEncounterEntry			and
:LE_4739	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_474	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4740	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4741	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4742	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4743	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4744	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4745	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4746	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4747	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4748	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4749	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_475	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4750	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4751	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4752	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4753	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4754	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4755	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4756	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4757	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4758	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4759	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_476	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4760	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4761	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4762	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4763	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4764	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4765	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4766	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4767	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4768	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4769	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_477	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4770	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4771	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4772	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4773	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4774	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4775	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4776	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4777	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4778	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4779	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_478	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4780	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4781	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4782	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4783	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4784	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4785	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4786	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4787	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4788	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4789	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_479	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4790	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4791	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4792	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4793	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4794	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4795	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4796	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4797	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4798	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4799	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_48	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_480	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_4800	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4801	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4802	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4803	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4804	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4805	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4806	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4807	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4808	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4809	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_481	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4810	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4811	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4812	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4813	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4814	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4815	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4816	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4817	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4818	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4819	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_482	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4820	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4821	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4822	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4823	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4824	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4825	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4826	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4827	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4828	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4829	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_483	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4830	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4831	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4832	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4833	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4834	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4835	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4836	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4837	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4838	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4839	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_484	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4840	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4841	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4842	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4843	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4844	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4845	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4846	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4847	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4848	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4849	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_485	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4850	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4851	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4852	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4853	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4854	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4855	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4856	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4857	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4858	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4859	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_486	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4860	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4861	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4862	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4863	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_4864	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_4865	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_4866	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4867	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4868	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4869	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_487	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4870	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4871	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4872	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4873	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4874	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4875	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4876	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4877	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4878	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4879	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_488	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4880	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4881	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4882	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4883	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4884	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4885	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4886	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4887	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4888	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4889	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_489	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4890	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4891	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4892	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4893	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4894	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4895	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4896	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4897	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4898	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4899	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_49	0	im:SN_116680003	:CM_FilingDocEncounter			and
:LE_490	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4900	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4901	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4902	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4903	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4904	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4905	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4906	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4907	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4908	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4909	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_491	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4910	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4911	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4912	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4913	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4914	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4915	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4916	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4917	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4918	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4919	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_492	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4920	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4921	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4922	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4923	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4924	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4925	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4926	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4927	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4928	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4929	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_493	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4930	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4931	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4932	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4933	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4934	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4935	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4936	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4937	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4938	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4939	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_494	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4940	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4941	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4942	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4943	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4944	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4945	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4946	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4947	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4948	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4949	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_495	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4950	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4951	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4952	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4953	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4954	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4955	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4956	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4957	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4958	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4959	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_496	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4960	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4961	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4962	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4963	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4964	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4965	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4966	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4967	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4968	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4969	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_497	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4970	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4971	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4972	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4973	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4974	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4975	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4976	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4977	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4978	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4979	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_498	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4980	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4981	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4982	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4983	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4984	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4985	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4986	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4987	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4988	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4989	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_499	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4990	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4991	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4992	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4993	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4994	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4995	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4996	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4997	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4998	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_4999	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5	0	im:SN_116680003	:CM_OnPremiseEncounter			and
:LE_50	0	im:SN_116680003	:CM_DidNotAttendEncounter			and
:LE_500	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5000	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5001	0	im:SN_116680003	:CM_NoteEncounter			and
:LE_5002	0	im:SN_116680003	:CM_NoteEncounter			and
